@relation winequality-white-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N6-F2-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N3-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N5-F4

@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute Quality {Good,Bad}

@data
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,Bad
6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,Bad
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,Bad
5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3,Bad
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,Bad
5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,Bad
6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,Bad
6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,Bad
7.3,0.49,0.32,5.2,0.043,18,104,0.9952,3.24,0.45,10.7,Bad
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,Bad
6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,Bad
6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,Bad
6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,Bad
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,Bad
6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,Bad
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,Bad
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,Bad
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,Bad
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,Bad
6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,Good
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,Good
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,Good
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,Good
6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,Good
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,Good
5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,Good
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,Good
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,Good
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,Good
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,Good
8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,Good
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,Good
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,Good
5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,Good
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,Good
6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,Good
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,Good
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,Good
6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,Good
6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,Good
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,Good
5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,Good
7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,Good
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,Good
7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,Good
6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,Good
6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,Good
7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,Good
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,Good
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,Good
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,Good
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,Good
6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,Good
5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,Good
5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,Good
6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,Good
8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,Good
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,Good
6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,Good
5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,Good
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,Good
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,Good
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,Good
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,Good
6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,Good
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,Good
8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,Good
6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,Good
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,Good
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,Good
6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,Good
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,Good
7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,Good
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,Good
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,Good
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,Good
5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,Good
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,Good
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,Good
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,Good
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,Good
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,Good
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,Good
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,Good
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,Good
6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,Good
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,Good
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,Good
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,Good
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,Good
6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,Good
7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,Bad
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,Bad
7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,Bad
6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,Bad
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,Bad
6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,Bad
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,Bad
6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,Bad
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,Bad
7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,Bad
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,Bad
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,Bad
6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,Bad
6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,Bad
7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,Bad
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,Bad
6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,Bad
6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,Bad
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,Bad
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,Bad
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,Bad
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,Bad
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,Bad
5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,Bad
6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,Bad
9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,Bad
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,Bad
6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,Bad
6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,Bad
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,Bad
7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,Bad
5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,Bad
8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,Bad
6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,Bad
6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,Bad
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,Bad
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,Bad
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,Good
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,Good
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,Good
7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,Good
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,Good
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,Good
5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,Good
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,Good
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,Good
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,Good
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,Good
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,Good
5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,Good
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,Good
5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,Good
6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,Good
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,Good
6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,Good
7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,Good
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,Good
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,Good
6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,Good
7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,Good
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,Good
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,Good
6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,Good
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,Good
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,Good
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,Good
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,Good
6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,Good
6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,Good
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,Good
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,Good
7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,Good
7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,Good
8.3,0.14,0.34,1.1,0.042,7,47,0.9934,3.47,0.4,10.2,Good
6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,Good
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,Good
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,Good
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,Good
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,Good
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,Good
8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,Good
6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,Good
7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,Good
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,Good
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,Good
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,Good
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,Good
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,Good
6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,Good
6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,Good
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,Good
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,Good
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,Good
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,Good
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,Good
7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,Good
6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,Good
6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,Good
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,Good
6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,Good
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,Good
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,Good
7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,Good
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,Good
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,Good
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,Good
5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.633333,Good
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,Good
6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,Bad
7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,Bad
6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,Bad
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,Bad
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,Bad
7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,Bad
6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,Bad
6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,Bad
7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,Bad
8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,Bad
5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,Bad
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,Bad
6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,Bad
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,Bad
5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,Bad
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,Bad
7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,Bad
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,Bad
7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,Bad
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,Bad
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,Bad
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,Bad
6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,Bad
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,Bad
6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,Bad
7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,Bad
6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,Bad
5.8,0.25,0.26,13.1,0.051,44,148,0.9972,3.29,0.38,9.3,Bad
6.3,0.36,0.3,4.8,0.049,14,85,0.9932,3.28,0.39,10.6,Bad
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,Bad
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,Bad
7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,Bad
5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.333333,Bad
6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,Bad
7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,Bad
9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,Bad
7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,Bad
7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,Good
6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,Good
6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,Good
5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,Good
7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,Good
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,Good
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,Good
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,Good
7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,Good
8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,Good
7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,Good
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,Good
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,Good
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,Good
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,Good
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,Good
7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,Good
8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,Good
7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,Good
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,Good
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,Good
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,Good
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,Good
6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,Good
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,Good
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,Good
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,Good
6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,Good
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,Good
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,Good
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,Good
6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,Good
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,Good
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,Good
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,Good
3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,Good
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,Good
6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,Good
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,Good
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,Good
8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,Good
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,Good
6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,Good
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,Good
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,Good
6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,Good
6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,Good
7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,Good
6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,Good
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,Good
8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,Good
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,Good
7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,Good
5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,Good
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,Good
7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,Good
5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,Good
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,Good
6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,Good
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,Good
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,Good
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,Good
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,Good
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,Good
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,Good
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,Good
6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,Good
7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,Good
6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,Good
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,Good
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,Good
5.9,0.48,0.3,1.5,0.037,19,78,0.99057,3.47,0.42,11.9,Good
4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,Good
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,Bad
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,Bad
7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,Bad
